"","jobTitle","location","jobUrl","description","techSkills"
"58","Technical Writer"," Saint Louis, MO ","https://job-openings.monster.com/Technical-Writer-Saint-Louis-MO-US-Insight-Global/11/191405902","About the Job
        
                Insight Global is looking to add a Technical Writer to one of our clients teams. At the moment, Centene is in the process of implementing a new security control requirement which is called T2017. Before they can have T2017 go live, they need to make sure they meet all T2017 security control requirements. In order for this to happen, this person will be responsible for creating training materials, modifying security policies, and communicating changes to end users to help protect their company and assets. They will be involved with analyzing security policies, writing some of the policies, and creating training programs for end users on what to do for any security related issues. For example, they will be writing some of these training guides on password controls, access controls and other recommendations or ways to make sure all information they have is secure within their database. In addition, this person must also have good communication skills since they will be meeting with technical staff, product management and other stakeholders in order to translate their information accurately. Lastly, they will need to be able to ensure that new/edited documentation are consistent in use of terminology, style and structure. 2 +years of technical writing experience Great communication skills and eager to learn security policies and standards  Team playerExperience writing within risk security management, security strategies, and security governance  Experience creating training guides over security policies and awareness  Big Four background 
            
        View more info

            View less info
                    Report this job
        ","database"
"59","Technical Proposal Writer"," Rockville, MD ","https://job-openings.monster.com/Technical-Proposal-Writer-Rockville-MD-US-Astor-Sanders-Corporation/11/191392686","About the Job
        
                Technical Proposal WriterAstor & Sanders Corporation, an IT solutions provider, is currently seeking a well-seasoned Technical Proposal Writer to participate in proposal writing and support the crafting of technical volumes in responding to RFP, RFI and Sources Sought released by the Federal Government from both DoD and Civilian Agencies. The Technical Proposal Writer will work closely with Astor's business and delivery teams to produce competitive technical proposals. This is a full time position located in Rockville, MD.Ideal candidates should have experience with responding to any of following technology areas:Systems EngineeringMobile, Web & Portal DevelopmentSoftware & Application DevelopmentHelp Desk/Service Desk SupportInfrastructure/Systems Administration/Network AdministrationCyber SecurityCloudDevOpsGISBig Data, Data Warehouse, Business Intelligence (BI) & AnalyticsIT Applied Scientific Support is a plusRoles and Responsibilities:Participate in responding to Federal Government RFIs, RFPs at the IDIQ and Task Order level, and other responses at the contract program level as neededParticipate in analyzing RFPs/RFQs/RFIsParticipate in all proposal-related meetings such as Kick off, Win Theme Strategy, and Technical SolutionsCollaborate closely with technical subject matter experts, to obtain sufficient information such as processes, methods and techniques required to author proposal sections, including technical approaches, management plans, and other contentAssemble proposal content authored by other writers into cohesive, compliant technical proposalsIncorporates and address feedback and comments from Color team reviewsEnsure content authored meets the compliance requirementsTranslate technical conversations into willing Federal proposal solutionsInterview SMEs and develop/write technical solutionsExperience:College degree – BS/BA, preferably in English, writing or related field of studyMinimum 6-8 years’ experience writing and editing Federal Government proposals and marketing materialsExperience and understanding of IT professional servicesStrong knowledge of Microsoft Word and Office SuitesUnderstanding of SharePoint for Writing CollaborationExcellent interpersonal, verbal and written communication skillsAbility to meet milestones and work in tight deadlinesAbility to offer reasonable schedule flexibility to meet proposal requirementsThis is an excellent opportunity for an experienced and motivated professional seeking personal challenges and professional rewards. Astor is a fast-growing, award-winning provider of IT solutions and services, and provides software engineering and development solutions using a variety of development tools, including host-based, web-based, and client-server applications. We offer a unique, stimulating, challenging, and fun environment that fosters individual growth and rewards performance.Our competitive benefits package includes medical and dental coverage, 401k plan with employer contribution, paid holiday, paid time off, metro-check program, and tuition reimbursement. If you enjoy being a part of a chance to work with bright, highly motivated people dedicated to excellence, please apply today!EEO/AA employer. Astor & Sanders Corporation (Astor) is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regards to race, ethnicity, color, national origin, sex/gender, pregnancy, religion, age, marital status, sexual orientation, military/veteran status, disability, genetic information/history or any other personal characteristic protected by law. Astor welcomes all individuals with disabilities and protected veterans.
            
        View more info

            View less info
                    Report this job
        ","office"
"60","Knowledge Management Technical Writer"," WHITE PLAINS, NY ","https://job-openings.monster.com/Knowledge-Management-Technical-Writer-WHITE-PLAINS-NY-US-Eclaro/11/190941266","About the Job
        
                                                                        Knowledge Management Technical Writer                                                               Want to be part of the Energy Industry? Eclaro is looking for a Knowledge Management Technical Writer for our client in White Plains, NY.                               Eclaro's Client is America's largest state power organization and is a national leader in energy efficiency and clean energy technology. If you’re up to the challenge, then take a chance at this rewarding opportunity!                            The  Knowledge Management Technical Writer will support the Knowledge Management department with various Knowledge management initiatives, where capturing of information to develop programs through structured and unstructured processes such as lesions learnt, project critiques, written forms and business interviews are key success factors for the delivery.RESPONSIBILITIES:                                Responsible for producing high quality documentation that contributes to the overall success of the KM initiatives on ongoing basis.                                      Will join a team of Knowledge managers and will work collaboratively with technical engineers and key business stakeholders                                      Work with Knowledge managers to gain in-depth understanding of various  programs and the documentation requirements.                                      Produce high quality documentation that meets industry standards and is easily understood by technical teams.                                      Create and maintain Metadata and related classification to classify in our internal Taxonomy tool.                                      Create summary and storyboard from large technical documentations, interviews, critique meetings, detailed project documentations and project meetings.                                      Create related user help guides for KM programs and site                                                      QUALIFICATIONS:                                              Experience in working in technical electrical, mechanical, power or civil engineering industry.                            Proven experience in delivery high quality documentation with deep editing details.                            Ability to understand complex engineering terms and concepts and able to summarize in quick summaries and illustrations.                            Excellent written skills in English.                            Strong knowledge of MS office products like Word and PowerPoint and Microsoft.                            SharePoint publishing features.                            Excellent communication and interpersonal skills                                 If hired, you will enjoy the following Eclaro Benefits:                            401k Retirement Savings Plan administered by Merrill Lynch                            Commuter Check Pretax Commuter Benefits                            Eligibility to purchase Medical, Dental & Vision Insurance through Eclaro                                     Interested in applying?                                      Contact Eileen Sares at eileen@eclaro.comHelp   now.                                             Equal Opportunity Employer:                E        claro        values diversity and does not discriminate based on Race, Color, Religion, Sex, Sexual Orientation, Gender Identity, National Origin, Age, Genetic Information, Disability, Protected Veteran Status, or any other legally protected group status.            
            
        View more info

            View less info
                    Report this job
        ","microsoft sharepoint office visio"
"61","Technical Writer"," Washington, DC ","https://job-openings.monster.com/Technical-Writer-Washington-DC-US-Milvets/11/191311964","About the Job
        
                JOB TITLE: Technical Proposal       Writer JOB TYPE:                           Contract As-Needed COMPENSATION:Commensurate with experience,       scope of work and location LOCATION:                         Open MANDATORY:          Considering local candidates       with US Citizenship, or Green Card only. Employer will not sponsor       applicants for work visas for this position._______________________________________________________POSITION SUMMARY:MILVETS  is seeking  an experienced Technical Proposal Writers to augment our  business development  team, with extensive writing background for major  DOD and Federal Government  RFPs, RFQs, & RFIs.  The Proposal Writer  will work in a team  environment coordinating Federal information  technology proposals with a heavy  emphasis on above average proficiency  in using Microsoft Office (Word, Excel,  PowerPoint, and Project)  products with the ability to produce  publication-quality proposal  material in a timely manner. The candidate will be  responsible for  developing detailed proposal writing and presentation responses  to  Government Request for Proposals (RFPs) and will provide proposal  document  oversight under the guidance and direction of the Business  Development Manager  and Director of Proposal Development. As a prolific  writer, the candidate  should be capable of producing proposal sections  or volumes with minimal  assistance from other writers.  Works closely  with Subject Matter Experts  (SME) to ascertain and address specific  technical and management details as  well as making sure the text is  clear, concise, and meets RFP requirements.The  Technical  Proposal Writer should have excellent analytical and  communications skills, be  a team player with high energy and initiative  with a basic understanding of  technical sales processes. S/he will  possess the ability to function  independently in a fast-paced working  environment to produce publication  quality first drafts and who can  effectively manage their workload with minimal  supervision on word  processing, formatting and graphic functions. The Technical  Proposal  Writer will work with the technical team to help review solicitations,   determine strategies for application, develop storyboards, and write the   technical proposals. The writer will ensure responses comply with  customer  requirements and are technically clear and accurate and will  work with  customers and partners to resolve technical and quality  problems within  documentation. RESPONSIBILITIES:Understanding of networking,       IT O&M, help desk/service desk, information security, and PMO conceptsAssist  in analyzing the       Request for Proposal (RFP)/bid requirements  against the proposal outline       to ensure both compliance and  responsiveness to the customer’s issues and       needs  Provide  written contributions       consistent with proposal strategy and  themes to deliver responses to       Government RFPs, RFQs, RFIs, and  Task Order proposal requests​Prepare the RFP technical       compliance  matrixDirect  the creation and       review of a proposal outline and or story boards  that will be used as key       document design and control mediumsEnsure  a smooth flow of       information and consistent messaging in  proposals by proofing, editing and       rewriting all sections of  proposals, oral and written presentations,       client communications  and meeting documents as requiredDevelop  value propositions       and unique strategies that produce deliverable  results and ensure       alignment with client business objectivesDesign needs analysis reports       and write to numerous technical subjects with clarityWrite and edit proposal for       readability, consistency, and appropriate tone​Collaborate  with management       team to develop past performance proposal  strategy solutions and themes       that support the win strategy​Analyze data to ensure       relevancy of past performance to current requirementsDescribe  clear, measurable       benefits to highlight relevant past performance  on similar contracts will       produce results for the customer​Responsible  for editing and       proofreading of proposal drafts and other related  materials to ensure       accuracy, clarity, and consistency with  company guidelines and standards       and customer requirements​Research  and collaborate with       subject matter experts and program managers  on the most effective way to       present program accomplishments​Write  clear, persuasive, and       articulate proposal sections; translate  program accomplishments into       easily understandable text; rewrite  and/​or review proposal sections and       related proposal documentsMinimize style differences       from multiple authors and contributorsAbility to create style       manual and acronym listsAbility to manage all phases       of a project, (Initiate, Plan, Execute, Control, Close)Must be flexible in adapting       to deadlines, changing schedules, priorities, and unpredictable eventsExercises independent       judgment in determining courses of action​Meets  proposal deadline by       establishing priorities and target dates for  information gathering,       writing, review, and approvalEXPERIENCE AND CREDENTIALS:Bachelor’s or Master’s Degree       in a related field of study.Experience in building       compliance matrices for small and large teams a plus.Experience with Bid and       Proposal process for US Government IT solutions acquisitions.Expert level proficiency with       MS Office Suite applications including Microsoft Project and Share Point.Must have at least ten (10)       years relative experience and be able to demonstrate sample work products.Strong research experience,       organizational skills and attention to detail.Familiarity with Federal IT       initiatives.Must  have excellent written       and verbal English communication skills.  Strong writing, editing, and oral       communications skills.Will be required to undergo       and pass applicable background checks.____________________________________________________________________MILVETS  offers an excellent benefits package  including Health Insurance,  Dental Insurance, Life Insurance, Disability  Insurance, Vision, 401(k),  Paid Time Off.  Applicants  for U.S. based positions with MILVETS  Systems Technology, Inc. must be  legally authorized to work in the United  States. Verification of  employment eligibility will be required at the time of  hire. Visa  sponsorship is not available for this position.  www.dhs.gov/E-Verify      E-Verify is a registered  trademark of the U.S. Department of Homeland  Security. This business uses  E-Verify in its hiring practices to  achieve a lawful workforce.  Equal Employment Opportunity All  qualified applicants will receive consideration  for employment without  regard to race, color, religion, sex, pregnancy, sexual  orientation,  gender identity, national origin, age, protected veteran status,  or  disability status.MILVETS  Systems Technology, Inc. is an Equal  Employment  Opportunity/Affirmative Action Employer and maintains a Drug-Free   Workplace.
            
        View more info

            View less info
                    Report this job
        ","office visio"
"62","Technical Writer"," Quantico, VA ","https://job-openings.monster.com/Technical-Writer-Quantico-VA-US-Tallgrass-Technologies/11/191247134","About the Job
        
                     <!--    /* Font Definitions */   @font-face   	{font-family:Arial;   	panose-1:2 11 6 4 2 2 2 2 2 4;   	mso-font-charset:0;   	mso-generic-font-family:swiss;   	mso-font-pitch:variable;   	mso-font-signature:-536859905 -1073711037 9 0 511 0;}   @font-face   	{font-family:""Courier New"";   	panose-1:2 7 3 9 2 2 5 2 4 4;   	mso-font-charset:0;   	mso-generic-font-family:roman;   	mso-font-pitch:fixed;   	mso-font-signature:-536859905 -1073711037 9 0 511 0;}   @font-face   	{font-family:Wingdings;   	panose-1:5 0 0 0 0 0 0 0 0 0;   	mso-font-charset:2;   	mso-generic-font-family:auto;   	mso-font-pitch:variable;   	mso-font-signature:0 268435456 0 0 -2147483648 0;}   @font-face   	{font-family:""Cambria Math"";   	panose-1:2 4 5 3 5 4 6 3 2 4;   	mso-font-charset:0;   	mso-generic-font-family:roman;   	mso-font-pitch:variable;   	mso-font-signature:-536870145 1107305727 0 0 415 0;}   @font-face   	{font-family:Calibri;   	panose-1:2 15 5 2 2 2 4 3 2 4;   	mso-font-charset:0;   	mso-generic-font-family:swiss;   	mso-font-pitch:variable;   	mso-font-signature:-536870145 1073786111 1 0 415 0;}    /* Style Definitions */   p.MsoNormal, li.MsoNormal, div.MsoNormal   	{mso-style-unhide:no;   	mso-style-qformat:yes;   	mso-style-parent:"""";   	margin-top:0in;   	margin-right:0in;   	margin-bottom:8.0pt;   	margin-left:0in;   	mso-pagination:widow-orphan;   	font-size:11.0pt;   	font-family:""Calibri"",sans-serif;   	mso-ascii-font-family:Calibri;   	mso-ascii-theme-font:minor-latin;   	mso-fareast-font-family:Calibri;   	mso-fareast-theme-font:minor-latin;   	mso-hansi-font-family:Calibri;   	mso-hansi-theme-font:minor-latin;   	mso-bidi-font-family:""Times New Roman"";   	mso-bidi-theme-font:minor-bidi;}   p.MsoListParagraph, li.MsoListParagraph, div.MsoListParagraph   	{mso-style-priority:34;   	mso-style-unhide:no;   	mso-style-qformat:yes;   	margin-top:0in;   	margin-right:0in;   	margin-bottom:8.0pt;   	margin-left:.5in;   	mso-add-space:auto;   	mso-pagination:widow-orphan;   	font-size:11.0pt;   	font-family:""Calibri"",sans-serif;   	mso-ascii-font-family:Calibri;   	mso-ascii-theme-font:minor-latin;   	mso-fareast-font-family:Calibri;   	mso-fareast-theme-font:minor-latin;   	mso-hansi-font-family:Calibri;   	mso-hansi-theme-font:minor-latin;   	mso-bidi-font-family:""Times New Roman"";   	mso-bidi-theme-font:minor-bidi;}   p.MsoListParagraphCxSpFirst, li.MsoListParagraphCxSpFirst, div.MsoListParagraphCxSpFirst   	{mso-style-priority:34;   	mso-style-unhide:no;   	mso-style-qformat:yes;   	mso-style-type:export-only;   	margin-top:0in;   	margin-right:0in;   	margin-bottom:0in;   	margin-left:.5in;   	margin-bottom:.0001pt;   	mso-add-space:auto;   	mso-pagination:widow-orphan;   	font-size:11.0pt;   	font-family:""Calibri"",sans-serif;   	mso-ascii-font-family:Calibri;   	mso-ascii-theme-font:minor-latin;   	mso-fareast-font-family:Calibri;   	mso-fareast-theme-font:minor-latin;   	mso-hansi-font-family:Calibri;   	mso-hansi-theme-font:minor-latin;   	mso-bidi-font-family:""Times New Roman"";   	mso-bidi-theme-font:minor-bidi;}   p.MsoListParagraphCxSpMiddle, li.MsoListParagraphCxSpMiddle, div.MsoListParagraphCxSpMiddle   	{mso-style-priority:34;   	mso-style-unhide:no;   	mso-style-qformat:yes;   	mso-style-type:export-only;   	margin-top:0in;   	margin-right:0in;   	margin-bottom:0in;   	margin-left:.5in;   	margin-bottom:.0001pt;   	mso-add-space:auto;   	mso-pagination:widow-orphan;   	font-size:11.0pt;   	font-family:""Calibri"",sans-serif;   	mso-ascii-font-family:Calibri;   	mso-ascii-theme-font:minor-latin;   	mso-fareast-font-family:Calibri;   	mso-fareast-theme-font:minor-latin;   	mso-hansi-font-family:Calibri;   	mso-hansi-theme-font:minor-latin;   	mso-bidi-font-family:""Times New Roman"";   	mso-bidi-theme-font:minor-bidi;}   p.MsoListParagraphCxSpLast, li.MsoListParagraphCxSpLast, div.MsoListParagraphCxSpLast   	{mso-style-priority:34;   	mso-style-unhide:no;   	mso-style-qformat:yes;   	mso-style-type:export-only;   	margin-top:0in;   	margin-right:0in;   	margin-bottom:8.0pt;   	margin-left:.5in;   	mso-add-space:auto;   	mso-pagination:widow-orphan;   	font-size:11.0pt;   	font-family:""Calibri"",sans-serif;   	mso-ascii-font-family:Calibri;   	mso-ascii-theme-font:minor-latin;   	mso-fareast-font-family:Calibri;   	mso-fareast-theme-font:minor-latin;   	mso-hansi-font-family:Calibri;   	mso-hansi-theme-font:minor-latin;   	mso-bidi-font-family:""Times New Roman"";   	mso-bidi-theme-font:minor-bidi;}   .MsoChpDefault   	{mso-style-type:export-only;   	mso-default-props:yes;   	font-size:11.0pt;   	mso-ansi-font-size:11.0pt;   	mso-bidi-font-size:11.0pt;   	font-family:""Calibri"",sans-serif;   	mso-ascii-font-family:Calibri;   	mso-ascii-theme-font:minor-latin;   	mso-fareast-font-family:Calibri;   	mso-fareast-theme-font:minor-latin;   	mso-hansi-font-family:Calibri;   	mso-hansi-theme-font:minor-latin;   	mso-bidi-font-family:""Times New Roman"";   	mso-bidi-theme-font:minor-bidi;}   .MsoPapDefault   	{mso-style-type:export-only;   	margin-bottom:8.0pt;}   @page WordSection1   	{size:8.5in 11.0in;   	margin:1.0in 1.0in 1.0in 1.0in;   	mso-header-margin:.5in;   	mso-footer-margin:.5in;   	mso-paper-source:0;}   div.WordSection1   	{page:WordSection1;}    /* List Definitions */   @list l0   	{mso-list-id:431819426;   	mso-list-type:hybrid;   	mso-list-template-ids:700604382 67698689 67698691 67698693 67698689 67698691 67698693 67698689 67698691 67698693;}   @list l0:level1   	{mso-level-number-format:bullet;   	mso-level-text:;   	mso-level-tab-stop:none;   	mso-level-number-position:left;   	margin-left:1.0in;   	text-indent:-.25in;   	font-family:Symbol;}   @list l0:level2   	{mso-level-number-format:bullet;   	mso-level-text:o;   	mso-level-tab-stop:none;   	mso-level-number-position:left;   	margin-left:1.5in;   	text-indent:-.25in;   	font-family:""Courier New"",serif;}   @list l0:level3   	{mso-level-number-format:bullet;   	mso-level-text:;   	mso-level-tab-stop:none;   	mso-level-number-position:left;   	margin-left:2.0in;   	text-indent:-.25in;   	font-family:Wingdings;}   @list l0:level4   	{mso-level-number-format:bullet;   	mso-level-text:;   	mso-level-tab-stop:none;   	mso-level-number-position:left;   	margin-left:2.5in;   	text-indent:-.25in;   	font-family:Symbol;}   @list l0:level5   	{mso-level-number-format:bullet;   	mso-level-text:o;   	mso-level-tab-stop:none;   	mso-level-number-position:left;   	margin-left:3.0in;   	text-indent:-.25in;   	font-family:""Courier New"",serif;}   @list l0:level6   	{mso-level-number-format:bullet;   	mso-level-text:;   	mso-level-tab-stop:none;   	mso-level-number-position:left;   	margin-left:3.5in;   	text-indent:-.25in;   	font-family:Wingdings;}   @list l0:level7   	{mso-level-number-format:bullet;   	mso-level-text:;   	mso-level-tab-stop:none;   	mso-level-number-position:left;   	margin-left:4.0in;   	text-indent:-.25in;   	font-family:Symbol;}   @list l0:level8   	{mso-level-number-format:bullet;   	mso-level-text:o;   	mso-level-tab-stop:none;   	mso-level-number-position:left;   	margin-left:4.5in;   	text-indent:-.25in;   	font-family:""Courier New"",serif;}   @list l0:level9   	{mso-level-number-format:bullet;   	mso-level-text:;   	mso-level-tab-stop:none;   	mso-level-number-position:left;   	margin-left:5.0in;   	text-indent:-.25in;   	font-family:Wingdings;}   ol   	{margin-bottom:0in;}   ul   	{margin-bottom:0in;}   -->   Position DescriptionResponsibleforpreparingand/ormaintainingsystems,programmingand operationsdocumentation,proceduresandmethods,includingusermanuals, referencemanuals,etc.Maintainsacurrentinternaldocumentationlibrary.  Providesorcoordinatesspecialdocumentationservicesasrequired. Competentto workatthehighestlevelofallphaseofdocumentation. Mayactasprojectleader forlargejobs. ExperienceCandidate must have High School Diploma or  General Equivalency Diploma (GED), with four to nine (4-9) years of experience  in copy editing and/or technical writing. Certification / RequirementsRequired DOD Secret Level Clearance Location: Quantico, Virginia
            
        View more info

            View less info
                    Report this job
        ","none_listed"
"63","Technical Writer"," Alexandria, VA ","https://job-openings.monster.com/Technical-Writer-Alexandria-VA-US-Swingtech/11/190905157","About the Job
        
                We are looking for a Technical Writer to produce high-quality documentation that contributes to the overall success of ourcustomer’s mission. The candidate must be willing to work on-site with teams in both locations - Greenbelt, MD and Alexandria, VA. As a Technical Writer- the following will be the expected process of writing and sharing information:Technical writer shall convey information in the most clear and effective manner.  Due to the complexity of information, the technical writer shall analyze the information and present the information in a format that is easy to read and understand. Technical writer must know a variety of software programs, to enable them to write text, create charts, and graphs, and incorporate diagrams and photos into documents. Specifically the technical writer must:Have strong writing and communication skills. Have excellent writing and grammar skills.Have the ability to work independently, delivering accurate documentation under deadline pressure.Be proficient with computers. Have the capability to use a wide range of programs to create and edit images, diagramming programs to create visual aids, and document processes to design, create, and format documents.Have the capability to explain scientific and technical ideas in simple language for customer applications.Have the capability to write technical direction on customer Products.Meet with customer representatives to establish technical specifications.Study drawings, specifications, mockups, and product samples from customer.Create user documentation for a variety of material, including how-to guides, user workflows and instruction manuals for customer.Ensure technical verbiage is easy to understand by the layperson.Prepare charts, graphs, or forms to go along with rough drafts.Write clear and concise policies and procedures.Submit draft copies to customer representatives for feedback.Adjust draft copies as necessary, to finalize and proofread for grammar and spelling.Follow a life cycle called document development life cycle.Provide updates and different editions as necessary.Document Standard Operating Procedures (SOP).Release the document following final approval from the customer.The interview consists of General telephonic screening, and in-person team interview. No less than 5 years’ experience, strong communication skills with customer facing abilities is required.This position requires US Citizenship with Secret Clearance.  If interested, share your most recent resume along with contact information.  
            
        View more info

            View less info
                    Report this job
        ","none_listed"
"64","Technical Writer"," kokomo, IN ","https://job-openings.monster.com/Technical-Writer-kokomo-IN-US-Tech-Mahindra-Limited/11/190874237","About the Job
        
                Role: Technical WriterLocation: Kokomo, INDuration: 12+ Months Job Description:Role And Responsibilities:·         The Technical writer will interface with Software /Systems/ Independent Test& Verification engineers to create that are formatted to customer compliant templates for Test Descriptions, Test Reports and Test plans. ·         Be able to represent design documents in Matlab ·         Setup peer reviews with engineers and be part of customer meetings to review content ·         Use customer supplied tool chain to generate hyperlinked documents ·         Update documents using XML based tools ·         Rewrite or update technical documents for an engineering community  Qualifications And Education Requirements:·         Engineer should have Bachelor’s degree preferably in engineering ·         Proven track record of creating documents that are being used in a technical community versus end user documentation.  Preferred Skills: ·         Familiarity with Matlab, Flowcharts, and State machines, UML, XML tools
            
        View more info

            View less info
                    Report this job
        ","none_listed"
"65","Jr. Technical Writer"," Burlington, MA ","https://job-openings.monster.com/Jr-Technical-Writer-Burlington-MA-US-Dimensional-Insight/11/172525530","About the Job
        
                Role      Description:We are looking for a qualified Jr. Technical Writer to      join our Documentation team in our Burlington office. This is a great career      opportunity for a highly-motivated individual with a strong interest in and      aptitude for writing about software.A successful applicant will be detail-oriented and a self-starter      when it comes to mastering tools, complex interfaces, and learning applications.      The focus of this role is to develop content for technical references and end-user      guides. To be successful, candidates must have strong communication and writing      skills. An inclination to be software- and systems-oriented and the ability to      learn Dimensional Insight’s proprietary scripting languages would be a plus.Key      Abilities:·              Aptitude and skills for understanding and writing      clearly about a variety of technical topics·              Communicate effectively with SME’s      (subject matter experts) in both technical and application groups·              Understand how to process problem reports,      gather details from SMEs and hands-on system use, and organize materials for      customer consumption·              Present technical information clearly to      end-user and administrative audiences·              Confident self-starter with a natural      desire to learn and organize new informationJob      Description:Seeking an articulate Jr. Technical Writer with good      writing skills interested in supporting a wide variety of documentation tasks      related to The Diver Platform product suite. Tasks include development and      revision of software product documentation, including installation guides, and on-line      help systems. The ideal candidate will be involved with the maintenance of the existing      documentation set  as well as contributing      to the development of new materials.Required      skills:·              Demonstrated technical writing ability·              Experience with enterprise software      documentation for end users·              Experience with the development and      deployment of on-line help systems·              Strong work ethic and drive for      high-quality resultsDesired:·              Prior experience with a software company      in a technical writing position ·              Familiarity with programming languages and      software tools·              Computer Science background or software      development experience would be a plus Education/Experience:·              Bachelor’s degree in Technical Writing or      comparable experience·              Degrees in technical computer fields, or      in English or Journalism considered·              Familiarity with MadCap Flare, Adobe Technical      Communication Suite, and MS OfficeTo apply, please send resume to:jobs@dimins.comHelp
            
        View more info

            View less info
                    Report this job
        ","office visio"
"66","Technical Writer"," Oshkosh, WI ","https://job-openings.monster.com/Technical-Writer-Oshkosh-WI-US-NTT-DATA-Services/11/191206772","About the Job
        
                                    TECHNICAL WRITER                        Oshkosh, WI                          RESPONSIBILITIES:                                      Analyzes design changes and contract requirements to identify technical manual requirements.                                              Attends product design, In Process review meetings to determine impact on manuals.                                              Supports Project schedules.                                              Supports meetings and activities as needed with engineering, service, marketing and outside suppliers to gather, refine and validate information to support assigned tasks and responsibilities.                                              Supports the development of operator, Trouble shooting, maintenance manuals using desktop publishing software, which adheres to documentation guidelines and templates to ensure the resulting materials are substantively complete and exhibit a professional and consistent ""look and feel.”                                              Works with printing vendor to submit electronic files, verify proofs and coordinate final print jobs.                                              Operates digital camera and related equipment to obtain photographs required for technical manuals.                                              Supports the development of publication content in p/c based desktop publishing and illustrating software.                                              Provides assistance to internal and external customers in the use of operator and service manuals.                                              Understands bill of material concept.                                              Ability to read and interpret engineering drawings and other related engineering design and manufacturing documentation as required.                                              Develops cd-rom master of each new and/or revised manual for duplication and distribution.                                      BASIC QUALIFICATIONS                                      Bachelor's degree in a related field                                              3 plus years related experience                                      PREFERRED QUALIFICATIONS                                      Military experience and Heavy truck experience with systems.                                              Ability to write clearly and concisely                                              Proficient computer skills and experience with desktop publishing software                    
            
        View more info

            View less info
                    Report this job
        ","none_listed"
"67","Technical Writer"," North Reading, ME ","https://job-openings.monster.com/Technical-Writer-North-Reading-ME-US-Teradyne/11/190762755","bad_url","none_listed"
"68","SCA Technical Writer / Document Control, APS-3"," Charleston, SC ","https://job-openings.monster.com/SCA-Technical-Writer-Document-Control-APS-3-Charleston-SC-US-KBR-Technical-Services/11/191122137","About the Job
        
                Technical Writer / Document Control Under direction of Quality Manager and/or Lead Auditor, the Technical Writer / Document Control employee is directly responsible in handling, generating, storing and filling quality management system records created for the APS-3 contract. Responsible for the timely execution of controls needed to approve documents for adequacy prior to issue. Responsible for reviewing changed/revised documents to ensure that changes and the current revision status of documents are identified and effectively disseminated and communicated to all affected KBRwyle employees.  Responsible to ensure that relevant versions of applicable documents are available at points of use.  To ensure that documents of external origin determined by the organization to be necessary for the planning and operations of the quality management system are identified and their distribution controlled, and to prevent the unintended use of obsolete documents, and to apply suitable identification to them if they are retained for any purpose. The Technical Writer / Document Control employee will interface regularly with employees and senior management on issues related to systems, processes or tasks. Specific responsibilities include:  Organizes material and completes writing assignment according to set standards regarding order, clarity, conciseness, style, and terminology. 	Specialize in writing material regarding work methods and procedures. 	Edit, standardize, or make changes to material prepared by other writers. 	Reviews materials and recommends revisions or changes in scope, format and content. 	Maintains records and files of work and revisions. 	Assist in laying out material for publication.  	Arrange for typing, duplication and distribution of material. 	Provides support in the operation of the organization's ISO 9001 program. 	Works with process owners to develop, document and revise technical work processes (SOP’s, WI, Forms, Process Maps) 	Enhances communication by facilitating team meetings 	Works to resolve or assist in the resolution of ISO 9001 QMS related problems or tasks 	Participates in APS-3’s continuous improvement processes 	Conducts document revision training as required 	Performs all other duties as assigned    Documented experience as a Technical Writer and Document Control in an ISO 9001:2008 or 2015 environment or similar quality management system. 	Demonstrates excellent interpersonal and written skills. 	Demonstrates ability to time manage, prioritize tasks and multitask.  	Demonstrates a well-versed knowledge of Microsoft Office Suite and Adobe Acrobat that are fundamental to successful performance. 	Demonstrates solid working knowledge with computer skills that are fundamental to successful performance. 	Must be able to complete tasks in a timely manner. 	Must be able to work independently. 	Must be able to pass a base background check and obtain and maintain a Common Access Card (CAC) Education:  Associates Degree or at least two years of post-high school education in a business, management or quality field of study (this requirement may be offset by five years of previous on the job experience in any quality, business, management or continuous improvement program). 	Minimum of high school diploma with documented evidence of five years’ experience in ISO and quality management systems.   KBR is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, disability, sex, sexual orientation, gender identity or expression, age, national origin, veteran status, genetic information, union status and/or beliefs, or any other characteristic protected by federal, state, or local law.    
            
        View more info

            View less info
                    Report this job
        ","acrobat office visio"
"69","URGENT Need: Technical Writer"," Norwalk, CT ","https://job-openings.monster.com/URGENT-Need-Technical-Writer-Norwalk-CT-US-Constratus-LLC/11/191586198","non-monster-url","none_listed"
"70","Technical Writer  (NO CTC)"," Dallas, TX ","https://job-openings.monster.com/Technical-Writer-NO-CTC-Dallas-TX-US-CitronIT/11/191578829","About the Job
        
                Role Responsibilities and   Skills: Translate and map business requirements in detailed          design documents to test cases in ALM to create a requirements          traceability matrix based on an established framework/patternCommunicate and review results with business analyst          and QA Team3 years as a business analyst or technical writer experience          2 years of experience with requirements traceability          developmentReading and interpreting requirements and detailed          design documentsMust have Analytical/ Critical thinking skills Experience working with HP ALMExcellent Communications skillsAbility to work Independently 
            
        View more info

            View less info
                    Report this job
        ","none_listed"
"71","Technical Writer"," Charlotte, NC ","https://job-openings.monster.com/Technical-Writer-Charlotte-NC-US-DIVERSANT-LLC/11/191582634","non-monster-url","none_listed"
